new_id,publish_date,congress,category,issue,mid
2822497031,2023/5/26,118,政府运作和政治,Government Operations and Politics,B001243
2826827556,2023/6/9,118,政府运作和政治,Government Operations and Politics,B001243
2824076938,2023/6/2,118,政府运作和政治,Government Operations and Politics,B001243
2834504468,2023/6/30,118,政府运作和政治,Government Operations and Politics,B001243
2829096358,2023/6/16,118,政府运作和政治,Government Operations and Politics,B001243
2836525824,2023/7/7,118,政府运作和政治,Government Operations and Politics,B001243
2833702076,2023/6/23,118,政府运作和政治,Government Operations and Politics,B001243
2854619589,2023/8/11,118,政府运作和政治,Government Operations and Politics,B001243
3141028752,2024/12/5,118,国会政治行动,Congressional political operations,B001243
3057445464,2024/5/21,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",B001243
3141162525,2024/12/5,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",B001243
2881786796,2023/9/18,118,税收,Taxation,B001243
2933021820,2024/2/29,118,经济和公共财政,Economics and Public Finance,B001243
2771808091,2023/2/2,118,法律,Law,B001243
3082307052,2024/7/18,118,外交,Foreign Affairs,V000137
3118855052,2024/8/26,118,外交,Foreign Affairs,V000137
3080897696,2024/7/16,118,政府运作和政治,Government Operations and Politics,V000137
3082307018,2024/7/18,118,联盟和集体安全,Alliance and Collective Security,V000137
3084460969,2024/7/27,118,国际金融,International Finance,V000137
3084294577,2024/7/25,118,国际金融,International Finance,V000137
3076281542,2024/7/6,118,外交,Foreign Affairs,V000137
3112579113,2024/10/5,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",V000137
3125501065,2024/11/9,118,外交,Foreign Affairs,V000137
3086985108,2024/7/26,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",V000137
3103512781,2024/9/6,118,政府运作和政治,Government Operations and Politics,V000137
3031027030,2024/3/30,118,外交,Foreign Affairs,V000137
3125500675,2024/11/9,118,外交,Foreign Affairs,V000137
3124929733,2024/11/7,118,联盟和集体安全,Alliance and Collective Security,V000137
3128344902,2024/11/16,118,武装部队,Armed Forces,V000137
3128295432,2024/11/14,118,武装部队,Armed Forces,V000137
3082332705,2024/7/20,118,外交,Foreign Affairs,V000137
3143307169,2024/12/12,118,国家安全,National Security,V000137
3143376944,2024/12/14,118,国家安全,National Security,V000137
2938503377,2024/3/7,118,"艺术, 文化, 宗教","Art, Culture, Religion",V000137
3116332803,2024/10/14,118,国际金融,International Finance,V000137
3082333101,2024/7/20,118,国际贸易,International Trade,V000137
3084062113,2024/7/24,118,国际金融,International Finance,V000137
3084461509,2024/7/27,118,金融和金融部门,Finance and Financial Sector,V000137
3054808340,2024/5/15,118,国际贸易,International Trade,V000137
3126805701,2024/11/18,118,国际贸易,International Trade,V000137
3117671338,2024/10/19,118,国际金融,International Finance,V000137
3100366463,2024/9/4,118,法律,Law,V000137
3095535407,2024/8/22,118,外交,Foreign Affairs,V000137
3162871815,2024/11/1,118,外交,Foreign Affairs,V000137
3102833059,2024/8/5,118,政府运作和政治,Government Operations and Politics,V000137
3095721797,2024/8/24,118,外交,Foreign Affairs,V000137
3134641434,2024/12/2,118,法律,Law,V000137
3092065784,2024/8/12,118,经济和公共财政,Economics and Public Finance,V000137
3125143760,2024/11/7,118,政府运作和政治,Government Operations and Politics,V000137
3098372236,2024/8/29,118,移民,Immigration,V000137
3101098264,2024/9/6,118,国际贸易,International Trade,V000137
3125438619,2024/11/7,118,外交,Foreign Affairs,V000137
3122484124,2024/11/2,118,外交,Foreign Affairs,V000137
3131457029,2024/11/21,118,商业,Commerce,V000137
3098371579,2024/8/31,118,移民,Immigration,V000137
3098371814,2024/8/29,118,移民,Immigration,V000137
3130909381,2024/10/18,118,政府运作和政治,Government Operations and Politics,V000137
3108569137,2024/11/1,118,国会政治行动,Congressional political operations,V000137
3144141572,2024/11/22,118,政府运作和政治,Government Operations and Politics,V000137
3130099482,2024/10/28,118,经济和公共财政,Economics and Public Finance,V000137
2820185341,2023/5/29,118,国会政治行动,Congressional political operations,V000137
3114580205,2024/10/9,118,国会政治行动,Congressional political operations,V000137
3110530680,2024/9/27,118,政府运作和政治,Government Operations and Politics,V000137
2837473878,2023/7/15,118,税收,Taxation,V000137
3084544990,2024/7/25,118,国会政治行动,Congressional political operations,V000137
2837472705,2023/7/15,118,外交,Foreign Affairs,V000137
3111762178,2024/10/2,118,外交,Foreign Affairs,V000137
3112201447,2024/10/2,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",V000137
2900991223,2024/1/1,118,政府运作和政治,Government Operations and Politics,V000137
3081173725,2024/7/16,118,商业,Commerce,V000137
3084069669,2024/7/24,118,社会福利,Social Welfare,V000137
3127799849,2024/11/13,118,商业,Commerce,V000137
2922659687,2024/2/6,118,移民,Immigration,V000137
2924059634,2024/2/9,118,商业,Commerce,V000137
3166304237,2024/12/1,118,外交,Foreign Affairs,V000137
2881786311,2023/9/15,118,劳动和就业,Labor and Employment,V000137
2881787391,2023/10/25,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",V000137
2903314681,2023/12/19,118,国际贸易,International Trade,V000137
2778128951,2023/2/20,118,交通与公共工程,Transportation and Public Works,V000137
2766570062,2023/1/18,118,国会政治行动,Congressional political operations,V000137
2881787391,2023/10/25,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",P000609
2903314681,2023/12/19,118,国际贸易,International Trade,P000609
2778128951,2023/2/20,118,交通与公共工程,Transportation and Public Works,P000609
2766570062,2023/1/18,118,国会政治行动,Congressional political operations,P000609
2863893482,2023/8/28,118,政府运作和政治,Government Operations and Politics,B001283
2863893482,2023/8/28,118,政府运作和政治,Government Operations and Politics,G000555
2825283908,2023/6/16,118,国家安全,National Security,P000613
2772532160,2023/2/4,118,交通与公共工程,Transportation and Public Works,P000613
2825283908,2023/6/16,118,国家安全,National Security,B000755
2772532160,2023/2/4,118,交通与公共工程,Transportation and Public Works,B000755
2808745209,2023/5/3,118,国际贸易,International Trade,R000618
2919200825,2024/1/26,118,联盟和集体安全,Alliance and Collective Security,R000618
2919200104,2024/1/26,118,联盟和集体安全,Alliance and Collective Security,R000618
2919201132,2024/1/26,118,联盟和集体安全,Alliance and Collective Security,R000618
2901249376,2023/12/13,118,外交,Foreign Affairs,R000618
2808745209,2023/5/3,118,国际贸易,International Trade,L000551
2919200825,2024/1/26,118,联盟和集体安全,Alliance and Collective Security,L000551
2919200104,2024/1/26,118,联盟和集体安全,Alliance and Collective Security,L000551
2919201132,2024/1/26,118,联盟和集体安全,Alliance and Collective Security,L000551
2901249376,2023/12/13,118,外交,Foreign Affairs,L000551
2815558853,2023/3/13,118,交通与公共工程,Transportation and Public Works,R000613
2815558853,2023/3/13,118,交通与公共工程,Transportation and Public Works,B001314
2879429189,2023/10/20,118,外交,Foreign Affairs,C001066
2884002140,2023/10/24,118,"科学, 技术, 通信","Science, Technology, Communications",C001066
2857479071,2023/8/17,118,健康,Health,C001066
2879429189,2023/10/20,118,外交,Foreign Affairs,C001068
2884002140,2023/10/24,118,"科学, 技术, 通信","Science, Technology, Communications",C001068
2857479071,2023/8/17,118,健康,Health,C001068
2857455376,2023/8/18,118,外交,Foreign Affairs,L000557
2890915939,2023/11/10,118,政府运作和政治,Government Operations and Politics,L000557
2860878120,2023/8/25,118,国会政治行动,Congressional political operations,L000557
2876646096,2023/10/6,118,政府运作和政治,Government Operations and Politics,L000557
2878446401,2023/10/13,118,政府运作和政治,Government Operations and Politics,L000557
2834504468,2023/6/30,118,政府运作和政治,Government Operations and Politics,L000557
2836525824,2023/7/7,118,政府运作和政治,Government Operations and Politics,L000557
2833702076,2023/6/23,118,政府运作和政治,Government Operations and Politics,L000557
2829096358,2023/6/16,118,政府运作和政治,Government Operations and Politics,L000557
2854619589,2023/8/11,118,政府运作和政治,Government Operations and Politics,L000557
2821478857,2023/6/1,118,经济和公共财政,Economics and Public Finance,L000557
2857455376,2023/8/18,118,外交,Foreign Affairs,L000599
2890915939,2023/11/10,118,政府运作和政治,Government Operations and Politics,L000599
2860878120,2023/8/25,118,国会政治行动,Congressional political operations,L000599
2876646096,2023/10/6,118,政府运作和政治,Government Operations and Politics,L000599
2878446401,2023/10/13,118,政府运作和政治,Government Operations and Politics,L000599
2834504468,2023/6/30,118,政府运作和政治,Government Operations and Politics,L000599
2836525824,2023/7/7,118,政府运作和政治,Government Operations and Politics,L000599
2833702076,2023/6/23,118,政府运作和政治,Government Operations and Politics,L000599
2829096358,2023/6/16,118,政府运作和政治,Government Operations and Politics,L000599
2854619589,2023/8/11,118,政府运作和政治,Government Operations and Politics,L000599
2821478857,2023/6/1,118,经济和公共财政,Economics and Public Finance,L000599
3105563235,2024/9/11,118,能源,Energy,B001317
3105563235,2024/9/11,118,能源,Energy,L000560
3130909381,2024/10/18,118,政府运作和政治,Government Operations and Politics,G000598
3144141572,2024/11/22,118,政府运作和政治,Government Operations and Politics,G000598
2956170224,2024/3/13,118,国家安全,National Security,G000598
2955675450,2024/3/12,118,外交,Foreign Affairs,G000598
2772185191,2023/2/3,118,外交,Foreign Affairs,G000598
3130909381,2024/10/18,118,政府运作和政治,Government Operations and Politics,L000562
3144141572,2024/11/22,118,政府运作和政治,Government Operations and Politics,L000562
2956170224,2024/3/13,118,国家安全,National Security,L000562
2955675450,2024/3/12,118,外交,Foreign Affairs,L000562
2772185191,2023/2/3,118,外交,Foreign Affairs,L000562
3144141572,2024/11/22,118,政府运作和政治,Government Operations and Politics,B001303
2879429189,2023/10/20,118,外交,Foreign Affairs,B001303
2884002140,2023/10/24,118,"科学, 技术, 通信","Science, Technology, Communications",B001303
2857479071,2023/8/17,118,健康,Health,B001303
2785268582,2023/3/3,118,政府运作和政治,Government Operations and Politics,B001303
2810210702,2023/4/28,118,政府运作和政治,Government Operations and Politics,B001303
2790457206,2023/3/17,118,政府运作和政治,Government Operations and Politics,B001303
2822497031,2023/5/26,118,政府运作和政治,Government Operations and Politics,B001303
2857455376,2023/8/18,118,外交,Foreign Affairs,B001303
2794895749,2023/3/24,118,国会政治行动,Congressional political operations,B001303
2824076938,2023/6/2,118,政府运作和政治,Government Operations and Politics,B001303
2826827556,2023/6/9,118,政府运作和政治,Government Operations and Politics,B001303
2860878120,2023/8/25,118,国会政治行动,Congressional political operations,B001303
2834504468,2023/6/30,118,政府运作和政治,Government Operations and Politics,B001303
2836525824,2023/7/7,118,政府运作和政治,Government Operations and Politics,B001303
2833702076,2023/6/23,118,政府运作和政治,Government Operations and Politics,B001303
2829096358,2023/6/16,118,政府运作和政治,Government Operations and Politics,B001303
2890915939,2023/11/10,118,政府运作和政治,Government Operations and Politics,B001303
2876646096,2023/10/6,118,政府运作和政治,Government Operations and Politics,B001303
2878446401,2023/10/13,118,政府运作和政治,Government Operations and Politics,B001303
2854619589,2023/8/11,118,政府运作和政治,Government Operations and Politics,B001303
2781181295,2023/2/24,118,政府运作和政治,Government Operations and Politics,B001303
2781181295,2023/2/24,118,政府运作和政治,Government Operations and Politics,L000582
2822783552,2023/6/6,118,外交,Foreign Affairs,G000551
2857455376,2023/8/18,118,外交,Foreign Affairs,G000551
2860878120,2023/8/25,118,国会政治行动,Congressional political operations,G000551
2890915939,2023/11/10,118,政府运作和政治,Government Operations and Politics,G000551
2876646096,2023/10/6,118,政府运作和政治,Government Operations and Politics,G000551
2878446401,2023/10/13,118,政府运作和政治,Government Operations and Politics,G000551
2854619589,2023/8/11,118,政府运作和政治,Government Operations and Politics,G000551
2821478857,2023/6/1,118,经济和公共财政,Economics and Public Finance,G000551
2822783552,2023/6/6,118,外交,Foreign Affairs,L000565
2857455376,2023/8/18,118,外交,Foreign Affairs,L000565
2860878120,2023/8/25,118,国会政治行动,Congressional political operations,L000565
2890915939,2023/11/10,118,政府运作和政治,Government Operations and Politics,L000565
2876646096,2023/10/6,118,政府运作和政治,Government Operations and Politics,L000565
2878446401,2023/10/13,118,政府运作和政治,Government Operations and Politics,L000565
2854619589,2023/8/11,118,政府运作和政治,Government Operations and Politics,L000565
2821478857,2023/6/1,118,经济和公共财政,Economics and Public Finance,L000565
2822783552,2023/6/6,118,外交,Foreign Affairs,L000564
2869370164,2023/9/27,118,外交,Foreign Affairs,L000564
2881787745,2023/10/11,118,政府运作和政治,Government Operations and Politics,L000564
2773993407,2023/2/7,118,国家安全,National Security,L000564
2822783552,2023/6/6,118,外交,Foreign Affairs,B001306
2869370164,2023/9/27,118,外交,Foreign Affairs,B001306
2881787745,2023/10/11,118,政府运作和政治,Government Operations and Politics,B001306
2773993407,2023/2/7,118,国家安全,National Security,B001306
3130909381,2024/10/18,118,政府运作和政治,Government Operations and Politics,B001308
3144141572,2024/11/22,118,政府运作和政治,Government Operations and Politics,B001308
3130909381,2024/10/18,118,政府运作和政治,Government Operations and Politics,L000571
3144141572,2024/11/22,118,政府运作和政治,Government Operations and Politics,L000571
3118855052,2024/8/26,118,外交,Foreign Affairs,L000577
3083738535,2024/7/23,118,人权,Human Rights,L000577
2918673874,2024/1/29,118,经济和公共财政,Economics and Public Finance,L000577
3130955589,2024/11/20,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",L000577
2833336273,2023/7/5,118,人权,Human Rights,L000577
2924059634,2024/2/9,118,商业,Commerce,L000577
2806650486,2023/4/27,118,法律,Law,L000577
3130477760,2024/11/19,118,国会政治行动,Congressional political operations,G000566
2833700506,2023/7/6,118,经济和公共财政,Economics and Public Finance,W000795
2901249376,2023/12/13,118,外交,Foreign Affairs,W000795
2923155153,2024/2/7,118,移民,Immigration,W000795
2831656282,2023/6/30,118,国家安全,National Security,W000795
2812871933,2023/5/12,118,国会政治行动,Congressional political operations,W000795
2774350162,2023/2/8,118,国会政治行动,Congressional political operations,W000795
2831656282,2023/6/30,118,国家安全,National Security,G000574
2812871933,2023/5/12,118,国会政治行动,Congressional political operations,G000574
2774350162,2023/2/8,118,国会政治行动,Congressional political operations,G000574
2876209434,2023/10/11,118,外交,Foreign Affairs,S000148
3037089981,2024/4/5,118,政府运作和政治,Government Operations and Politics,S000148
3130909381,2024/10/18,118,政府运作和政治,Government Operations and Politics,S000148
3144141572,2024/11/22,118,政府运作和政治,Government Operations and Politics,S000148
2822497618,2023/5/21,118,外交,Foreign Affairs,S000148
2826827556,2023/6/9,118,政府运作和政治,Government Operations and Politics,S000148
2824076938,2023/6/2,118,政府运作和政治,Government Operations and Politics,S000148
2857455376,2023/8/18,118,外交,Foreign Affairs,S000148
2822497031,2023/5/26,118,政府运作和政治,Government Operations and Politics,S000148
2834504468,2023/6/30,118,政府运作和政治,Government Operations and Politics,S000148
2829096358,2023/6/16,118,政府运作和政治,Government Operations and Politics,S000148
2836525824,2023/7/7,118,政府运作和政治,Government Operations and Politics,S000148
2833702076,2023/6/23,118,政府运作和政治,Government Operations and Politics,S000148
2890915939,2023/11/10,118,政府运作和政治,Government Operations and Politics,S000148
2860878120,2023/8/25,118,国会政治行动,Congressional political operations,S000148
2876646096,2023/10/6,118,政府运作和政治,Government Operations and Politics,S000148
2878446401,2023/10/13,118,政府运作和政治,Government Operations and Politics,S000148
2854619589,2023/8/11,118,政府运作和政治,Government Operations and Politics,S000148
2810210702,2023/4/28,118,政府运作和政治,Government Operations and Politics,S000148
2785268582,2023/3/3,118,政府运作和政治,Government Operations and Politics,S000148
2790457206,2023/3/17,118,政府运作和政治,Government Operations and Politics,S000148
2856535718,2023/8/16,118,经济和公共财政,Economics and Public Finance,S000148
2794895749,2023/3/24,118,国会政治行动,Congressional political operations,S000148
3117041598,2024/10/16,118,"科学, 技术, 通信","Science, Technology, Communications",S000148
3127582869,2024/11/13,118,"科学, 技术, 通信","Science, Technology, Communications",S000148
3102047362,2024/9/9,118,国会政治行动,Congressional political operations,S000148
2781181295,2023/2/24,118,政府运作和政治,Government Operations and Politics,S000148
2809288769,2023/5/4,118,外交,Foreign Affairs,S000148
2822873110,2023/6/6,118,交通与公共工程,Transportation and Public Works,S000148
2881786311,2023/9/15,118,劳动和就业,Labor and Employment,S000148
2802163765,2023/4/17,118,经济和公共财政,Economics and Public Finance,S000148
2828047858,2023/6/21,118,政府运作和政治,Government Operations and Politics,S000148
2881787391,2023/10/25,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",S000148
2821117739,2023/5/31,118,"科学, 技术, 通信","Science, Technology, Communications",S000148
2820815740,2023/5/30,118,经济和公共财政,Economics and Public Finance,S000148
2773472964,2023/2/6,118,国家安全,National Security,S000148
2773472912,2023/2/6,118,能源,Energy,S000148
2768577404,2023/1/23,118,国会政治行动,Congressional political operations,S000148
2774352876,2023/2/8,118,住房和社区发展,Housing and Community Development,S000148
3131939912,2024/11/22,118,移民,Immigration,G000582
3131939912,2024/11/22,118,移民,Immigration,G000583
3094040045,2024/8/18,118,外交,Foreign Affairs,W000799
3100899193,2024/9/1,118,外交,Foreign Affairs,W000799
3094725200,2024/8/12,118,金融和金融部门,Finance and Financial Sector,W000799
3120112567,2024/10/8,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",W000799
3037089981,2024/4/5,118,政府运作和政治,Government Operations and Politics,W000799
3130909381,2024/10/18,118,政府运作和政治,Government Operations and Politics,W000799
3144141572,2024/11/22,118,政府运作和政治,Government Operations and Politics,W000799
3114580205,2024/10/9,118,国会政治行动,Congressional political operations,W000799
3111762178,2024/10/2,118,外交,Foreign Affairs,W000799
3112201447,2024/10/2,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",W000799
2890915939,2023/11/10,118,政府运作和政治,Government Operations and Politics,W000799
2810210702,2023/4/28,118,政府运作和政治,Government Operations and Politics,W000799
2876646096,2023/10/6,118,政府运作和政治,Government Operations and Politics,W000799
2878446401,2023/10/13,118,政府运作和政治,Government Operations and Politics,W000799
2857455376,2023/8/18,118,外交,Foreign Affairs,W000799
2822497031,2023/5/26,118,政府运作和政治,Government Operations and Politics,W000799
2824076938,2023/6/2,118,政府运作和政治,Government Operations and Politics,W000799
2826827556,2023/6/9,118,政府运作和政治,Government Operations and Politics,W000799
2860878120,2023/8/25,118,国会政治行动,Congressional political operations,W000799
2834504468,2023/6/30,118,政府运作和政治,Government Operations and Politics,W000799
2836525824,2023/7/7,118,政府运作和政治,Government Operations and Politics,W000799
2833702076,2023/6/23,118,政府运作和政治,Government Operations and Politics,W000799
2829096358,2023/6/16,118,政府运作和政治,Government Operations and Politics,W000799
2800903124,2023/4/3,118,能源,Energy,W000799
2854619589,2023/8/11,118,政府运作和政治,Government Operations and Politics,W000799
2834503725,2023/6/30,118,经济和公共财政,Economics and Public Finance,W000799
2854619609,2023/8/11,118,经济和公共财政,Economics and Public Finance,W000799
2857456018,2023/8/18,118,经济和公共财政,Economics and Public Finance,W000799
2876744545,2023/10/6,118,经济和公共财政,Economics and Public Finance,W000799
2890934536,2023/11/10,118,经济和公共财政,Economics and Public Finance,W000799
2785003222,2023/3/9,118,国家安全,National Security,L000585
2775395119,2023/2/9,118,政府运作和政治,Government Operations and Politics,L000585
2775393321,2023/2/9,118,政府运作和政治,Government Operations and Politics,L000585
2821478857,2023/6/1,118,经济和公共财政,Economics and Public Finance,L000585
2806650486,2023/4/27,118,法律,Law,L000585
2768840962,2023/1/24,118,武装部队,Armed Forces,L000585
2785003222,2023/3/9,118,国家安全,National Security,R000586
2775395119,2023/2/9,118,政府运作和政治,Government Operations and Politics,R000586
2775393321,2023/2/9,118,政府运作和政治,Government Operations and Politics,R000586
2821478857,2023/6/1,118,经济和公共财政,Economics and Public Finance,R000586
2806650486,2023/4/27,118,法律,Law,R000586
2768840962,2023/1/24,118,武装部队,Armed Forces,R000586
2884002140,2023/10/24,118,"科学, 技术, 通信","Science, Technology, Communications",W000800
2857479071,2023/8/17,118,健康,Health,W000800
3031213344,2024/4/3,118,"科学, 技术, 通信","Science, Technology, Communications",W000800
2778128951,2023/2/20,118,交通与公共工程,Transportation and Public Works,W000800
2884002140,2023/10/24,118,"科学, 技术, 通信","Science, Technology, Communications",L000588
2857479071,2023/8/17,118,健康,Health,L000588
3031213344,2024/4/3,118,"科学, 技术, 通信","Science, Technology, Communications",L000588
2778128951,2023/2/20,118,交通与公共工程,Transportation and Public Works,L000588
2890915939,2023/11/10,118,政府运作和政治,Government Operations and Politics,W000805
2876646096,2023/10/6,118,政府运作和政治,Government Operations and Politics,W000805
2878446401,2023/10/13,118,政府运作和政治,Government Operations and Politics,W000805
2890915939,2023/11/10,118,政府运作和政治,Government Operations and Politics,C001047
2876646096,2023/10/6,118,政府运作和政治,Government Operations and Politics,C001047
2878446401,2023/10/13,118,政府运作和政治,Government Operations and Politics,C001047
3097525379,2024/8/13,118,健康,Health,R000588
3130909381,2024/10/18,118,政府运作和政治,Government Operations and Politics,R000588
3144141572,2024/11/22,118,政府运作和政治,Government Operations and Politics,R000588
3051460493,2024/3/25,118,政府运作和政治,Government Operations and Politics,L000589
2881786236,2023/10/19,118,国会政治行动,Congressional political operations,L000589
2772185191,2023/2/3,118,外交,Foreign Affairs,L000589
3051460493,2024/3/25,118,政府运作和政治,Government Operations and Politics,W000808
2881786236,2023/10/19,118,国会政治行动,Congressional political operations,W000808
2772185191,2023/2/3,118,外交,Foreign Affairs,W000808
3130909381,2024/10/18,118,政府运作和政治,Government Operations and Politics,G000591
3144141572,2024/11/22,118,政府运作和政治,Government Operations and Politics,G000591
2779141989,2023/2/23,118,国会政治行动,Congressional political operations,G000591
2780544362,2023/2/28,118,国会政治行动,Congressional political operations,G000591
2821478857,2023/6/1,118,经济和公共财政,Economics and Public Finance,G000591
3130909381,2024/10/18,118,政府运作和政治,Government Operations and Politics,L000591
3144141572,2024/11/22,118,政府运作和政治,Government Operations and Politics,L000591
2779141989,2023/2/23,118,国会政治行动,Congressional political operations,L000591
2780544362,2023/2/28,118,国会政治行动,Congressional political operations,L000591
2821478857,2023/6/1,118,经济和公共财政,Economics and Public Finance,L000591
2822783552,2023/6/6,118,外交,Foreign Affairs,C001055
2822783552,2023/6/6,118,外交,Foreign Affairs,L000595
2890915939,2023/11/10,118,政府运作和政治,Government Operations and Politics,G000592
2890915939,2023/11/10,118,政府运作和政治,Government Operations and Politics,L000600
2822783552,2023/6/6,118,外交,Foreign Affairs,W000821
2841053952,2023/7/19,118,外交,Foreign Affairs,W000821
2881785908,2023/9/26,118,外交,Foreign Affairs,W000821
2786305966,2023/3/13,118,能源,Energy,W000821
2822783552,2023/6/6,118,外交,Foreign Affairs,C001059
2841053952,2023/7/19,118,外交,Foreign Affairs,C001059
2881785908,2023/9/26,118,外交,Foreign Affairs,C001059
2786305966,2023/3/13,118,能源,Energy,C001059
3053576767,2024/4/1,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",F000062
3050277816,2024/5/1,118,外交,Foreign Affairs,F000062
2803517409,2023/4/18,118,政府运作和政治,Government Operations and Politics,F000062
2816637445,2023/5/11,118,移民,Immigration,F000062
2823169709,2023/6/12,118,人权,Human Rights,F000062
2890915939,2023/11/10,118,政府运作和政治,Government Operations and Politics,F000062
2876646096,2023/10/6,118,政府运作和政治,Government Operations and Politics,F000062
2878446401,2023/10/13,118,政府运作和政治,Government Operations and Politics,F000062
2844394876,2023/7/1,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",F000062
2776633486,2023/2/14,118,国家安全,National Security,F000062
2805715288,2023/4/25,118,政府运作和政治,Government Operations and Politics,F000062
2881786796,2023/9/18,118,税收,Taxation,F000062
2881785908,2023/9/26,118,外交,Foreign Affairs,F000062
2881787745,2023/10/11,118,政府运作和政治,Government Operations and Politics,F000062
2881786239,2023/10/20,118,国家安全,National Security,F000062
2881786311,2023/9/15,118,劳动和就业,Labor and Employment,F000062
2829871444,2023/7/1,118,国家安全,National Security,F000062
2881787450,2023/10/10,118,联盟和集体安全,Alliance and Collective Security,F000062
2821478857,2023/6/1,118,经济和公共财政,Economics and Public Finance,F000062
2881785777,2023/9/6,118,国会政治行动,Congressional political operations,F000062
2881787391,2023/10/25,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",F000062
