congress,date,mid,news_id,issue
116,2020-12-06,A000360,2467688054,Foreign Affairs
117,2021-01-04,A000360,2479793954,Health
117,2022-05-01,A000360,2668881162,"Civil Rights and Liberties, Minority Issues"
,,A000360,1991853906,National Security
115,2017-01-01,A000367,1858034440,Congressional political operations
115,2017-01-09,A000367,1868346652,Government Operations and Politics
115,2017-01-15,A000367,1858564812,International Trade
115,2017-07-19,A000367,1920396672,Taxation
116,2019-04-01,A000367,2184338535,Economics and Public Finance
116,2019-05-26,A000367,2230193965,Foreign Affairs
116,2019-06-02,A000367,2233635748,Congressional political operations
116,2019-06-15,A000367,2239112853,Congressional political operations
116,2019-07-16,A000367,2258997112,"Civil Rights and Liberties, Minority Issues"
116,2019-08-19,A000367,2275677043,Economics and Public Finance
116,2019-09-26,A000367,2297524105,"Art, Culture, Religion"
116,2019-10-08,A000367,2302240605,Congressional political operations
116,2019-11-14,A000367,2314425691,Congressional political operations
116,2019-11-29,A000367,2317891293,Congressional political operations
116,2019-12-12,A000367,2325546378,Congressional political operations
116,2020-01-16,A000367,2339454088,Congressional political operations
116,2020-04-30,A000367,2396451272,Congressional political operations
116,2020-05-07,A000367,2399572372,Congressional political operations
116,2020-05-21,A000367,2405413684,Congressional political operations
116,2020-06-01,A000367,2393117575,International Trade
116,2020-06-08,A000367,2466137355,"Civil Rights and Liberties, Minority Issues"
118,2024-05-01,A000367,3037621569,"Civil Rights and Liberties, Minority Issues"
115,2016-07-26,A000369,1807166924,Congressional political operations
115,2016-11-19,A000369,1841462862,Congressional political operations
115,2016-12-15,A000369,1849512379,Congressional political operations
115,2017-04-11,A000369,1886846240,Government Operations and Politics
116,2019-02-04,A000369,2175678700,Health
116,2019-02-19,A000369,2183366936,National Security
116,2019-10-16,A000369,2313318781,Foreign Affairs
116,2019-10-17,A000369,2306331456,Congressional political operations
116,2019-12-19,A000369,2328429124,"Civil Rights and Liberties, Minority Issues"
116,2020-06-12,A000369,2417813678,Foreign Affairs
116,2020-06-19,A000369,2421382822,Foreign Affairs
116,2020-06-26,A000369,2421382973,Government Operations and Politics
116,2020-07-03,A000369,2429833846,Government Operations and Politics
116,2020-07-17,A000369,2430409450,Government Operations and Politics
116,2020-07-24,A000369,2434434350,International Trade
116,2020-07-31,A000369,2434336917,Government Operations and Politics
116,2020-08-07,A000369,2434338063,Foreign Affairs
116,2020-08-21,A000369,2443866427,Foreign Affairs
116,2020-08-28,A000369,2443866348,International Trade
116,2020-09-10,A000369,2445996007,Foreign Affairs
116,2020-09-11,A000369,2445994976,Foreign Affairs
116,2020-09-18,A000369,2448955700,International Trade
116,2020-10-02,A000369,2452126964,Government Operations and Politics
116,2020-10-09,A000369,2452125477,Foreign Affairs
116,2020-11-13,A000369,2463167767,Foreign Affairs
116,2020-12-11,A000369,2471844499,Government Operations and Politics
116,2020-12-18,A000369,2473407064,Foreign Affairs
116,2020-12-25,A000369,2479113380,Foreign Affairs
116,2020-12-31,A000369,2478262329,Foreign Affairs
115,2016-10-11,A000370,1841974874,Congressional political operations
115,2016-10-11,A000370,1828051903,"Civil Rights and Liberties, Minority Issues"
115,2018-03-08,A000370,2011543647,"Civil Rights and Liberties, Minority Issues"
117,2021-10-29,A000370,2587721442,Labor and Employment
117,2022-03-02,A000370,2635256304,Environmental Protection
117,2022-04-14,A000370,2655181114,Economics and Public Finance
117,2022-04-15,A000370,2650271228,Economics and Public Finance
,,A000370,2872397666,Government Operations and Politics
116,2019-04-01,A000371,2222718328,Congressional political operations
117,2022-03-14,A000371,2640096572,Congressional political operations
118,2023-02-03,A000371,2772185191,Foreign Affairs
118,2023-05-23,A000371,2818172760,Government Operations and Politics
118,2023-07-21,A000371,2840410174,Human Rights
118,2023-07-27,A000371,2842680479,Congressional political operations
118,2023-08-17,A000371,2857479071,Health
115,2018-12-20,A000372,2178877801,Agriculture and Food
115,2018-12-20,A000372,2159294618,Agriculture and Food
116,2019-04-24,A000372,2224909258,Health
116,2019-04-24,A000372,2213859260,Health
116,2020-07-15,A000372,2430411761,Transportation and Public Works
116,2020-07-15,A000372,2424116721,Transportation and Public Works
117,2022-07-07,A000372,2685376312,Energy
119,2025-03-20,A000372,3203966971,
119,2025-04-03,A000372,3186014086,
115,2018-12-20,A000375,2178877801,Agriculture and Food
116,2019-10-07,A000375,2311512442,International Trade
116,2020-03-13,A000375,2389228013,Foreign Affairs
116,2020-03-20,A000375,2385739299,Foreign Affairs
116,2020-04-17,A000375,2403309516,Congressional political operations
116,2020-05-22,A000375,2412644620,Government Operations and Politics
116,2020-05-29,A000375,2409891371,Government Operations and Politics
116,2020-06-05,A000375,2413012284,Foreign Affairs
116,2020-06-12,A000375,2417813678,Foreign Affairs
116,2020-06-19,A000375,2421382822,Foreign Affairs
116,2020-06-26,A000375,2421382973,Government Operations and Politics
116,2020-07-03,A000375,2429833846,Government Operations and Politics
116,2020-07-17,A000375,2430409450,Government Operations and Politics
116,2020-07-24,A000375,2434434350,International Trade
116,2020-07-29,A000375,2434434416,Energy
116,2020-07-31,A000375,2434336917,Government Operations and Politics
116,2020-08-07,A000375,2434338063,Foreign Affairs
116,2020-08-21,A000375,2443866427,Foreign Affairs
116,2020-08-28,A000375,2443866348,International Trade
116,2020-09-10,A000375,2445996007,Foreign Affairs
116,2020-09-11,A000375,2445994976,Foreign Affairs
116,2020-09-18,A000375,2448955700,International Trade
116,2020-10-02,A000375,2452126964,Government Operations and Politics
116,2020-10-09,A000375,2452125477,Foreign Affairs
116,2020-11-13,A000375,2463167767,Foreign Affairs
116,2020-12-11,A000375,2471844499,Government Operations and Politics
116,2020-12-18,A000375,2473407064,Foreign Affairs
116,2020-12-25,A000375,2479113380,Foreign Affairs
116,2020-12-31,A000375,2478262329,Foreign Affairs
118,2023-01-11,A000375,2763964730,Congressional political operations
118,2023-03-10,A000375,2785474103,Taxation
118,2023-08-12,A000375,2849391407,Foreign Affairs
118,2023-10-02,A000375,2871464356,Government Operations and Politics
118,2023-10-05,A000375,2873012898,Government Operations and Politics
118,2023-10-06,A000375,2876646096,Government Operations and Politics
118,2023-10-07,A000375,2873012919,Government Operations and Politics
118,2023-10-13,A000375,2878446401,Government Operations and Politics
118,2023-11-10,A000375,2890915939,Government Operations and Politics
118,2024-10-18,A000375,3130909381,Government Operations and Politics
118,2024-11-22,A000375,3144141572,Government Operations and Politics
116,2020-01-16,A000376,2339454088,Congressional political operations
116,2020-10-01,A000376,2445589200,Foreign Affairs
117,2021-03-01,A000376,2492714721,Armed Forces
117,2021-04-15,A000376,2512754310,Armed Forces
117,2021-07-30,A000376,2558965462,Government Operations and Politics
117,2021-08-06,A000376,2561534716,International Trade
117,2021-08-13,A000376,2562944686,Government Operations and Politics
117,2021-08-20,A000376,2568035130,Foreign Affairs
117,2021-08-26,A000376,2569692970,Foreign Affairs
117,2021-09-03,A000376,2571980258,Foreign Affairs
117,2021-09-10,A000376,2574466078,Foreign Affairs
117,2021-09-24,A000376,2581886037,Government Operations and Politics
117,2021-10-01,A000376,2581886499,Foreign Affairs
117,2021-10-05,A000376,2579195408,Economics and Public Finance
117,2021-10-15,A000376,2585988476,International Trade
117,2021-10-22,A000376,2588494442,Foreign Affairs
117,2021-10-29,A000376,2594716877,Foreign Affairs
117,2021-11-05,A000376,2596078498,Foreign Affairs
117,2021-11-12,A000376,2600354042,Foreign Affairs
117,2021-11-19,A000376,2603241790,Government Operations and Politics
117,2021-11-26,A000376,2605309163,International Trade
117,2021-12-03,A000376,2621574611,Foreign Affairs
117,2021-12-31,A000376,2618817826,Foreign Affairs
117,2022-03-02,A000376,2635256304,Environmental Protection
117,2022-03-18,A000376,2646757557,International Trade
117,2022-04-01,A000376,2648273130,Armed Forces
117,2022-04-08,A000376,2653588857,Alliance and Collective Security
117,2022-04-22,A000376,2656851445,Foreign Affairs
117,2022-04-29,A000376,2662040014,Alliance and Collective Security
117,2022-05-06,A000376,2664102666,Foreign Affairs
117,2022-05-13,A000376,2666970566,Alliance and Collective Security
117,2022-05-20,A000376,2671372927,Armed Forces
117,2022-06-03,A000376,2674458280,Alliance and Collective Security
117,2022-06-10,A000376,2681902542,Alliance and Collective Security
117,2022-06-17,A000376,2681902252,Alliance and Collective Security
117,2022-06-24,A000376,2684213067,Alliance and Collective Security
117,2022-07-01,A000376,2687827422,Armed Forces
117,2022-07-08,A000376,2690252717,Alliance and Collective Security
117,2022-07-15,A000376,2693949239,Alliance and Collective Security
117,2022-07-22,A000376,2696134554,Alliance and Collective Security
117,2022-08-19,A000376,2705823131,Foreign Affairs
117,2022-08-26,A000376,2708789997,Foreign Affairs
117,2022-09-02,A000376,2713604787,Foreign Affairs
117,2022-09-09,A000376,2714937035,Government Operations and Politics
117,2022-09-16,A000376,2717340985,Foreign Affairs
117,2022-09-23,A000376,2719043055,Foreign Affairs
117,2022-09-30,A000376,2721359367,Foreign Affairs
117,2022-10-07,A000376,2725643467,Foreign Affairs
117,2022-10-14,A000376,2727236030,Foreign Affairs
117,2022-10-28,A000376,2731823386,Foreign Affairs
117,2022-11-11,A000376,2737499628,Foreign Affairs
117,2022-11-18,A000376,2739800850,Foreign Affairs
117,2022-12-02,A000376,2753736279,Foreign Affairs
117,2022-12-09,A000376,2755906575,Foreign Affairs
117,2022-12-16,A000376,2757529433,Foreign Affairs
117,2022-12-31,A000376,2761036437,Government Operations and Politics
118,2023-06-15,A000376,2825975256,Congressional political operations
118,2023-08-17,A000376,2857479071,Health
118,2023-09-21,A000376,2881786232,Congressional political operations
118,2023-10-19,A000376,2881786236,Congressional political operations
118,2024-02-29,A000376,2933220415,Finance and Financial Sector
118,2024-04-23,A000376,3043833818,Congressional political operations
118,2024-05-17,A000376,3056039862,"Civil Rights and Liberties, Minority Issues"
118,2024-05-24,A000376,3059330795,Congressional political operations
118,2024-10-22,A000376,3119146128,Commerce
118,2024-11-06,A000376,3124836074,Energy
116,2019-05-21,A000377,2227897096,International Trade
116,2020-02-05,A000377,2351280239,Congressional political operations
116,2020-02-06,A000377,2371632685,Congressional political operations
116,2020-02-06,A000377,2351666060,Human Rights
116,2020-04-27,A000377,2395075116,Congressional political operations
116,2020-05-08,A000377,2400561206,Congressional political operations
116,2020-06-16,A000377,2417814319,Crime and Law Enforcement
116,2020-06-16,A000377,2413712842,Economics and Public Finance
117,2021-03-08,A000377,2503470801,Energy
117,2022-03-14,A000377,2640096572,Congressional political operations
118,2023-03-02,A000377,2781395472,Congressional political operations
118,2024-04-20,A000377,3042201423,Foreign Affairs
117,2021-07-30,A000378,2558965462,Government Operations and Politics
117,2021-08-06,A000378,2561534716,International Trade
117,2021-08-13,A000378,2562944686,Government Operations and Politics
117,2021-08-20,A000378,2568035130,Foreign Affairs
117,2021-08-26,A000378,2569692970,Foreign Affairs
117,2021-09-03,A000378,2571980258,Foreign Affairs
117,2021-09-10,A000378,2574466078,Foreign Affairs
117,2021-09-24,A000378,2581886037,Government Operations and Politics
117,2021-10-01,A000378,2581886499,Foreign Affairs
117,2021-10-15,A000378,2585988476,International Trade
117,2021-10-22,A000378,2588494442,Foreign Affairs
117,2021-10-29,A000378,2594716877,Foreign Affairs
117,2021-11-05,A000378,2596078498,Foreign Affairs
117,2021-11-12,A000378,2600354042,Foreign Affairs
117,2021-11-19,A000378,2603241790,Government Operations and Politics
117,2021-11-26,A000378,2605309163,International Trade
117,2021-12-03,A000378,2621574611,Foreign Affairs
117,2021-12-31,A000378,2618817826,Foreign Affairs
117,2022-04-12,A000378,2652681238,Energy
117,2022-04-22,A000378,2656851445,Foreign Affairs
117,2022-04-29,A000378,2662040014,Alliance and Collective Security
117,2022-05-06,A000378,2664102666,Foreign Affairs
117,2022-05-13,A000378,2666970566,Alliance and Collective Security
117,2022-05-20,A000378,2671372927,Armed Forces
117,2022-06-03,A000378,2674458280,Alliance and Collective Security
117,2022-06-10,A000378,2681902542,Alliance and Collective Security
117,2022-06-17,A000378,2681902252,Alliance and Collective Security
117,2022-06-24,A000378,2684213067,Alliance and Collective Security
117,2022-07-01,A000378,2687827422,Armed Forces
117,2022-07-08,A000378,2690252717,Alliance and Collective Security
117,2022-07-15,A000378,2693949239,Alliance and Collective Security
117,2022-07-22,A000378,2696134554,Alliance and Collective Security
117,2022-08-19,A000378,2705823131,Foreign Affairs
117,2022-08-26,A000378,2708789997,Foreign Affairs
117,2022-09-02,A000378,2713604787,Foreign Affairs
117,2022-09-09,A000378,2714937035,Government Operations and Politics
117,2022-09-16,A000378,2717340985,Foreign Affairs
117,2022-09-23,A000378,2719043055,Foreign Affairs
117,2022-09-30,A000378,2721359367,Foreign Affairs
117,2022-10-07,A000378,2725643467,Foreign Affairs
117,2022-10-14,A000378,2727236030,Foreign Affairs
117,2022-10-28,A000378,2731823386,Foreign Affairs
117,2022-11-11,A000378,2737499628,Foreign Affairs
117,2022-11-18,A000378,2739800850,Foreign Affairs
117,2022-12-02,A000378,2753736279,Foreign Affairs
117,2022-12-09,A000378,2755906575,Foreign Affairs
117,2022-12-16,A000378,2757529433,Foreign Affairs
117,2022-12-31,A000378,2761036437,Government Operations and Politics
118,2023-06-01,A000379,2821478857,Economics and Public Finance
118,2023-11-09,A000380,2891563309,Foreign Affairs
118,2023-11-13,A000380,2889435926,Congressional political operations
118,2023-11-14,A000380,2889562120,Economics and Public Finance
115,2016-11-17,B000213,1853881471,Environmental Protection
117,2022-07-07,B000213,2685376312,Energy
115,2017-02-03,B000287,1862132042,Immigration
115,2017-04-17,B000287,1889014687,Immigration
115,2017-06-01,B000287,1909599409,Environmental Protection
115,2017-07-10,B000287,1928832554,Immigration
115,2018-07-12,B000287,2068647959,Congressional political operations
115,2018-08-02,B000287,2081858621,Environmental Protection
115,2018-10-01,B000287,2127359743,Environmental Protection
116,2019-04-29,B000287,2215381816,Finance and Financial Sector
116,2020-03-31,B000287,2384474505,Finance and Financial Sector
116,2020-07-09,B000287,2422240820,Immigration
116,2020-08-01,B000287,2413022140,Labor and Employment
116,2020-12-07,B000287,2467991026,Armed Forces
116,2020-12-10,B000287,2469124422,Government Operations and Politics
116,2020-12-11,B000287,2469844341,Human Rights
117,2021-02-26,B000287,2502251441,Foreign Affairs
117,2021-03-05,B000287,2502251578,Foreign Affairs
117,2021-03-19,B000287,2514751132,Foreign Affairs
117,2021-03-22,B000287,2503924099,Human Rights
117,2021-03-23,B000287,2503997995,Health
117,2021-03-26,B000287,2509709770,Foreign Affairs
117,2021-04-02,B000287,2512118358,Congressional political operations
117,2021-04-09,B000287,2514746843,International Trade
117,2021-04-16,B000287,2519045622,Foreign Affairs
117,2021-04-23,B000287,2522190085,International Trade
117,2021-05-01,B000287,2554405045,Foreign Affairs
117,2021-05-01,B000287,2522189040,Foreign Affairs
117,2021-05-07,B000287,2531705346,Government Operations and Politics
117,2021-05-14,B000287,2531380092,Foreign Affairs
117,2021-05-21,B000287,2533825002,Armed Forces
117,2021-06-04,B000287,2555433819,Armed Forces
117,2021-06-11,B000287,2555180393,Congressional political operations
117,2021-06-25,B000287,2550695239,Government Operations and Politics
117,2021-07-09,B000287,2555179508,Commerce
117,2021-07-30,B000287,2558965462,Government Operations and Politics
117,2021-08-04,B000287,2557836290,Health
117,2021-08-06,B000287,2561534716,International Trade
117,2021-08-13,B000287,2562944686,Government Operations and Politics
117,2021-08-20,B000287,2568035130,Foreign Affairs
117,2021-08-26,B000287,2569692970,Foreign Affairs
117,2021-09-03,B000287,2571980258,Foreign Affairs
117,2021-09-10,B000287,2574466078,Foreign Affairs
117,2021-09-24,B000287,2581886037,Government Operations and Politics
117,2021-10-01,B000287,2581886499,Foreign Affairs
117,2021-10-15,B000287,2585988476,International Trade
117,2021-10-22,B000287,2588494442,Foreign Affairs
117,2021-10-22,B000287,2585072828,Foreign Affairs
117,2021-10-29,B000287,2594716877,Foreign Affairs
117,2021-11-05,B000287,2596078498,Foreign Affairs
117,2021-11-12,B000287,2600354042,Foreign Affairs
117,2021-11-15,B000287,2602722438,Human Rights
117,2021-11-19,B000287,2603241790,Government Operations and Politics
117,2021-11-26,B000287,2605309163,International Trade
117,2021-11-30,B000287,2604467826,Health
117,2021-12-03,B000287,2621574611,Foreign Affairs
117,2021-12-31,B000287,2618817826,Foreign Affairs
117,2022-01-11,B000287,2618449231,Health
117,2022-03-04,B000287,2639718877,Economics and Public Finance
117,2022-03-10,B000287,2637804157,Armed Forces
117,2022-03-18,B000287,2646757557,International Trade
117,2022-03-18,B000287,2646758381,International Trade
117,2022-04-01,B000287,2648273222,International Finance
117,2022-04-01,B000287,2648273130,Armed Forces
117,2022-04-08,B000287,2653588857,Alliance and Collective Security
117,2022-04-08,B000287,2653590266,International Trade
117,2022-04-22,B000287,2656852292,Economics and Public Finance
117,2022-04-22,B000287,2656851445,Foreign Affairs
117,2022-04-29,B000287,2662040525,Economics and Public Finance
117,2022-04-29,B000287,2662040014,Alliance and Collective Security
117,2022-05-01,B000287,2639708562,Public Lands and Natural Resources
117,2022-05-06,B000287,2664102666,Foreign Affairs
117,2022-05-06,B000287,2664102265,International Trade
117,2022-05-10,B000287,2661481398,Health
117,2022-05-13,B000287,2666973095,International Trade
117,2022-05-13,B000287,2666970566,Alliance and Collective Security
117,2022-05-20,B000287,2671372803,Economics and Public Finance
117,2022-05-20,B000287,2671372927,Armed Forces
117,2022-06-03,B000287,2674458280,Alliance and Collective Security
117,2022-06-03,B000287,2674458465,Economics and Public Finance
117,2022-06-10,B000287,2681902436,Economics and Public Finance
117,2022-06-10,B000287,2681902542,Alliance and Collective Security
117,2022-06-17,B000287,2681902252,Alliance and Collective Security
117,2022-06-17,B000287,2681902331,Economics and Public Finance
117,2022-06-24,B000287,2684213067,Alliance and Collective Security
117,2022-06-24,B000287,2684213100,International Trade
117,2022-07-01,B000287,2687827864,International Trade
117,2022-07-01,B000287,2687827422,Armed Forces
117,2022-07-08,B000287,2690252717,Alliance and Collective Security
117,2022-07-08,B000287,2690252784,"Civil Rights and Liberties, Minority Issues"
117,2022-07-08,B000287,2690254198,Economics and Public Finance
117,2022-07-15,B000287,2693949239,Alliance and Collective Security
117,2022-07-15,B000287,2693949558,International Trade
117,2022-07-22,B000287,2701145962,International Trade
117,2022-07-22,B000287,2696134554,Alliance and Collective Security
117,2022-07-26,B000287,2694344530,Health
117,2022-08-10,B000287,2700261650,Health
117,2022-08-19,B000287,2705823134,Economics and Public Finance
117,2022-08-19,B000287,2705823131,Foreign Affairs
117,2022-08-26,B000287,2708789997,Foreign Affairs
117,2022-08-26,B000287,2708790114,Economics and Public Finance
117,2022-09-02,B000287,2713604787,Foreign Affairs
117,2022-09-02,B000287,2713600477,Economics and Public Finance
117,2022-09-09,B000287,2714937035,Government Operations and Politics
117,2022-09-09,B000287,2714940568,International Trade
117,2022-09-16,B000287,2717340993,International Trade
117,2022-09-16,B000287,2717340985,Foreign Affairs
117,2022-09-23,B000287,2719042858,Economics and Public Finance
117,2022-09-23,B000287,2719043055,Foreign Affairs
117,2022-09-30,B000287,2721359367,Foreign Affairs
117,2022-09-30,B000287,2721358640,Economics and Public Finance
117,2022-09-30,B000287,2723215915,Immigration
117,2022-10-07,B000287,2725646898,International Trade
117,2022-10-07,B000287,2725643467,Foreign Affairs
117,2022-10-14,B000287,2727236030,Foreign Affairs
117,2022-10-14,B000287,2727235597,Economics and Public Finance
117,2022-10-28,B000287,2731823386,Foreign Affairs
117,2022-10-28,B000287,2731823505,Economics and Public Finance
117,2022-11-11,B000287,2737499690,Economics and Public Finance
117,2022-11-11,B000287,2737499628,Foreign Affairs
117,2022-11-18,B000287,2739800850,Foreign Affairs
117,2022-11-18,B000287,2739800845,Economics and Public Finance
117,2022-11-23,B000287,2739229880,Health
117,2022-12-02,B000287,2753736279,Foreign Affairs
117,2022-12-02,B000287,2753736260,Economics and Public Finance
117,2022-12-09,B000287,2755906869,Economics and Public Finance
117,2022-12-09,B000287,2755906575,Foreign Affairs
117,2022-12-16,B000287,2757529433,Foreign Affairs
117,2022-12-16,B000287,2757529618,Economics and Public Finance
117,2022-12-31,B000287,2762944716,Economics and Public Finance
117,2022-12-31,B000287,2761036437,Government Operations and Politics
118,2023-02-24,B000287,2781181295,Government Operations and Politics
118,2023-03-03,B000287,2785268582,Government Operations and Politics
118,2023-03-17,B000287,2790457206,Government Operations and Politics
118,2023-03-20,B000287,2788187441,Health
118,2023-03-20,B000287,2788720530,Health
118,2023-03-24,B000287,2794895749,Congressional political operations
118,2023-03-31,B000287,2799228069,Government Operations and Politics
118,2023-04-07,B000287,2801306099,Government Operations and Politics
118,2023-04-07,B000287,2801305474,Economics and Public Finance
118,2023-04-14,B000287,2805589168,Government Operations and Politics
118,2023-04-14,B000287,2805589169,Economics and Public Finance
118,2023-04-21,B000287,2807105575,Economics and Public Finance
118,2023-04-21,B000287,2807107562,Government Operations and Politics
118,2023-04-28,B000287,2810210747,Economics and Public Finance
118,2023-04-28,B000287,2810210702,Government Operations and Politics
118,2023-05-12,B000287,2816150042,Government Operations and Politics
118,2023-05-12,B000287,2816154620,Economics and Public Finance
118,2023-05-19,B000287,2818968447,Economics and Public Finance
118,2023-05-26,B000287,2822497074,Economics and Public Finance
118,2023-05-26,B000287,2822497031,Government Operations and Politics
118,2023-06-02,B000287,2824076938,Government Operations and Politics
118,2023-06-02,B000287,2824077057,Economics and Public Finance
118,2023-06-09,B000287,2826828499,Economics and Public Finance
118,2023-06-09,B000287,2826827556,Government Operations and Politics
118,2023-06-16,B000287,2829096335,Economics and Public Finance
118,2023-06-16,B000287,2829096358,Government Operations and Politics
118,2023-06-23,B000287,2833702076,Government Operations and Politics
118,2023-06-23,B000287,2833701666,Economics and Public Finance
118,2023-06-30,B000287,2834504468,Government Operations and Politics
118,2023-06-30,B000287,2834503725,Economics and Public Finance
118,2023-07-07,B000287,2836525824,Government Operations and Politics
118,2023-07-07,B000287,2836525642,Economics and Public Finance
118,2023-07-10,B000287,2834807698,Health
118,2023-07-31,B000287,2843443335,Health
118,2023-08-11,B000287,2854619609,Economics and Public Finance
118,2023-08-11,B000287,2854619589,Government Operations and Politics
118,2023-08-18,B000287,2857456018,Economics and Public Finance
118,2023-08-18,B000287,2857455376,Foreign Affairs
118,2023-08-25,B000287,2860878120,Congressional political operations
118,2023-10-06,B000287,2876744545,Economics and Public Finance
118,2023-10-06,B000287,2876646096,Government Operations and Politics
118,2023-10-13,B000287,2878446401,Government Operations and Politics
118,2023-10-13,B000287,2878443231,Economics and Public Finance
118,2023-11-10,B000287,2890934536,Economics and Public Finance
118,2023-11-10,B000287,2890915939,Government Operations and Politics
118,2024-01-23,B000287,2917504072,Congressional political operations
