"Column Name","Label"
"B24010_016M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations:!!Financial specialists:"
"B24010_017E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations:!!Financial specialists:!!Accountants and auditors"
"B24010_017M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations:!!Financial specialists:!!Accountants and auditors"
"B24010_018E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations:!!Financial specialists:!!Other financial specialists"
"B24010_018M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations:!!Financial specialists:!!Other financial specialists"
"B24010_019E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
"B24010_019M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
"B24010_020E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"B24010_020M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"B24010_021E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"B24010_021M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"B24010_022E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"B24010_022M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"B24010_023E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"B24010_023M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"B24010_024E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"B24010_024M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"B24010_025E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"B24010_025M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"B24010_026E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"B24010_026M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"B24010_027E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"B24010_027M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"B24010_028E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"B24010_028M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"B24010_029E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"B24010_029M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"B24010_030E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"B24010_030M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"B24010_031E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"B24010_031M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"B24010_032E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"B24010_032M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"B24010_033E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"B24010_033M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"B24010_034E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"B24010_034M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"B24010_035E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
"B24010_035M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
"B24010_036E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations:"
"B24010_036M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations:"
"B24010_037E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations:!!Counselors, social workers, and other community and social service specialists"
"B24010_037M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations:!!Counselors, social workers, and other community and social service specialists"
"B24010_038E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations:!!Religious workers"
"B24010_038M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations:!!Religious workers"
"B24010_039E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations:"
"B24010_039M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations:"
"B24010_040E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations:!!Lawyers and judicial law clerks"
"B24010_040M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations:!!Lawyers and judicial law clerks"
"B24010_041E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations:!!Judges, magistrates, and other judicial workers"
"B24010_041M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations:!!Judges, magistrates, and other judicial workers"
"B24010_042E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations:!!Legal support workers"
"B24010_042M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations:!!Legal support workers"
"B24010_043E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:"
"B24010_043M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:"
"B24010_044E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Postsecondary teachers"
"B24010_044M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Postsecondary teachers"
"B24010_045E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Primary, secondary, and special education school teachers:"
"B24010_045M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Primary, secondary, and special education school teachers:"
"B24010_046E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Primary, secondary, and special education school teachers:!!Preschool and kindergarten teachers"
"B24010_046M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Primary, secondary, and special education school teachers:!!Preschool and kindergarten teachers"
"B24010_047E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Primary, secondary, and special education school teachers:!!Elementary and middle school teachers"
"B24010_047M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Primary, secondary, and special education school teachers:!!Elementary and middle school teachers"
"B24010_048E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Primary, secondary, and special education school teachers:!!Secondary school teachers"
"B24010_048M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Primary, secondary, and special education school teachers:!!Secondary school teachers"
"B24010_049E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Primary, secondary, and special education school teachers:!!Special education teachers"
"B24010_049M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Primary, secondary, and special education school teachers:!!Special education teachers"
"B24010_050E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Librarians, curators, and archivists"
"B24010_050M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Librarians, curators, and archivists"
"B24010_051E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Other teachers and instructors, education, training, and library occupations"
"B24010_051M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations:!!Other teachers and instructors, education, training, and library occupations"
"B24010_052E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations:"
"B24010_052M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations:"
"B24010_053E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations:!!Art and design workers"
"B24010_053M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations:!!Art and design workers"
"B24010_054E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations:!!Entertainers and performers, sports, and related workers"
"B24010_054M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations:!!Entertainers and performers, sports, and related workers"
"B24010_055E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations:!!Media and communication equipment workers"
"B24010_055M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations:!!Media and communication equipment workers"
"B24010_056E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"B24010_056M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"B24010_057E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations:"
"B24010_057M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations:"
"B24010_058E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations:!!Physicians and surgeons"
"B24010_058M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations:!!Physicians and surgeons"
"B24010_059E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations:!!Therapists"
"B24010_059M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations:!!Therapists"
"B24010_060E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations:!!Registered nurses"
"B24010_060M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations:!!Registered nurses"
"B24010_061E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations:!!Nurses, all other"
"B24010_061M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations:!!Nurses, all other"
"B24010_062E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations:!!Other health diagnosing and treating practitioners and technical occupations"
"B24010_062M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations:!!Other health diagnosing and treating practitioners and technical occupations"
"B24010_063E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"B24010_063M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"B24010_064E","Estimate!!Total:!!Male:!!Service occupations:"
"B24010_064M","Margin of Error!!Total:!!Male:!!Service occupations:"
"B24010_065E","Estimate!!Total:!!Male:!!Service occupations:!!Healthcare support occupations:"
"B24010_065M","Margin of Error!!Total:!!Male:!!Service occupations:!!Healthcare support occupations:"
"B24010_066E","Estimate!!Total:!!Male:!!Service occupations:!!Healthcare support occupations:!!Nursing, psychiatric, and personal and home health aides"
"B24010_066M","Margin of Error!!Total:!!Male:!!Service occupations:!!Healthcare support occupations:!!Nursing, psychiatric, and personal and home health aides"
"B24010_067E","Estimate!!Total:!!Male:!!Service occupations:!!Healthcare support occupations:!!Occupational and physical therapist assistants and aides"
"B24010_067M","Margin of Error!!Total:!!Male:!!Service occupations:!!Healthcare support occupations:!!Occupational and physical therapist assistants and aides"
"B24010_068E","Estimate!!Total:!!Male:!!Service occupations:!!Healthcare support occupations:!!Other healthcare support occupations"
"B24010_068M","Margin of Error!!Total:!!Male:!!Service occupations:!!Healthcare support occupations:!!Other healthcare support occupations"
"B24010_069E","Estimate!!Total:!!Male:!!Service occupations:!!Protective service occupations:"
"B24010_069M","Margin of Error!!Total:!!Male:!!Service occupations:!!Protective service occupations:"
"B24010_070E","Estimate!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!First-line supervisors of law enforcement workers"
"B24010_070M","Margin of Error!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!First-line supervisors of law enforcement workers"
"B24010_071E","Estimate!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!First-line supervisors of firefighting and prevention workers"
"B24010_071M","Margin of Error!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!First-line supervisors of firefighting and prevention workers"
"B24010_072E","Estimate!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!First-line supervisors of protective service workers, all other"
"B24010_072M","Margin of Error!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!First-line supervisors of protective service workers, all other"
"B24010_073E","Estimate!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!Firefighting and prevention workers"
"B24010_073M","Margin of Error!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!Firefighting and prevention workers"
"B24010_074E","Estimate!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!Law enforcement workers"
"B24010_074M","Margin of Error!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!Law enforcement workers"
"B24010_075E","Estimate!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!Other protective service workers"
"B24010_075M","Margin of Error!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!Other protective service workers"
"B24010_076E","Estimate!!Total:!!Male:!!Service occupations:!!Food preparation and serving related occupations:"
"B24010_076M","Margin of Error!!Total:!!Male:!!Service occupations:!!Food preparation and serving related occupations:"
"B24010_077E","Estimate!!Total:!!Male:!!Service occupations:!!Food preparation and serving related occupations:!!First-line supervisors of food preparation and serving workers"
"B24010_077M","Margin of Error!!Total:!!Male:!!Service occupations:!!Food preparation and serving related occupations:!!First-line supervisors of food preparation and serving workers"
"B24010_078E","Estimate!!Total:!!Male:!!Service occupations:!!Food preparation and serving related occupations:!!Cooks and food preparation workers"
"B24010_078M","Margin of Error!!Total:!!Male:!!Service occupations:!!Food preparation and serving related occupations:!!Cooks and food preparation workers"
"B24010_079E","Estimate!!Total:!!Male:!!Service occupations:!!Food preparation and serving related occupations:!!Waiters and waitresses"
"B24010_079M","Margin of Error!!Total:!!Male:!!Service occupations:!!Food preparation and serving related occupations:!!Waiters and waitresses"
"B24010_080E","Estimate!!Total:!!Male:!!Service occupations:!!Food preparation and serving related occupations:!!Food and beverage serving workers except waiters/waitresses"
"B24010_080M","Margin of Error!!Total:!!Male:!!Service occupations:!!Food preparation and serving related occupations:!!Food and beverage serving workers except waiters/waitresses"
"B24010_081E","Estimate!!Total:!!Male:!!Service occupations:!!Food preparation and serving related occupations:!!Other food preparation and serving related workers"
"B24010_081M","Margin of Error!!Total:!!Male:!!Service occupations:!!Food preparation and serving related occupations:!!Other food preparation and serving related workers"
"B24010_082E","Estimate!!Total:!!Male:!!Service occupations:!!Building and grounds cleaning and maintenance occupations:"
"B24010_082M","Margin of Error!!Total:!!Male:!!Service occupations:!!Building and grounds cleaning and maintenance occupations:"
"B24010_083E","Estimate!!Total:!!Male:!!Service occupations:!!Building and grounds cleaning and maintenance occupations:!!First-line supervisors of housekeeping and janitorial workers"
"B24010_083M","Margin of Error!!Total:!!Male:!!Service occupations:!!Building and grounds cleaning and maintenance occupations:!!First-line supervisors of housekeeping and janitorial workers"
"B24010_084E","Estimate!!Total:!!Male:!!Service occupations:!!Building and grounds cleaning and maintenance occupations:!!First-line supervisors of landscaping, lawn service, and groundskeeping workers"
"B24010_084M","Margin of Error!!Total:!!Male:!!Service occupations:!!Building and grounds cleaning and maintenance occupations:!!First-line supervisors of landscaping, lawn service, and groundskeeping workers"
"B24010_085E","Estimate!!Total:!!Male:!!Service occupations:!!Building and grounds cleaning and maintenance occupations:!!Building cleaning and pest control workers"
"B24010_085M","Margin of Error!!Total:!!Male:!!Service occupations:!!Building and grounds cleaning and maintenance occupations:!!Building cleaning and pest control workers"
"B24010_086E","Estimate!!Total:!!Male:!!Service occupations:!!Building and grounds cleaning and maintenance occupations:!!Grounds maintenance workers"
"B24010_086M","Margin of Error!!Total:!!Male:!!Service occupations:!!Building and grounds cleaning and maintenance occupations:!!Grounds maintenance workers"
"B24010_087E","Estimate!!Total:!!Male:!!Service occupations:!!Personal care and service occupations:"
"B24010_087M","Margin of Error!!Total:!!Male:!!Service occupations:!!Personal care and service occupations:"
"B24010_088E","Estimate!!Total:!!Male:!!Service occupations:!!Personal care and service occupations:!!Supervisors of personal care and service workers"
"B24010_088M","Margin of Error!!Total:!!Male:!!Service occupations:!!Personal care and service occupations:!!Supervisors of personal care and service workers"
"B24010_089E","Estimate!!Total:!!Male:!!Service occupations:!!Personal care and service occupations:!!Personal appearance workers"
"B24010_089M","Margin of Error!!Total:!!Male:!!Service occupations:!!Personal care and service occupations:!!Personal appearance workers"
"B24010_090E","Estimate!!Total:!!Male:!!Service occupations:!!Personal care and service occupations:!!Baggage porters and concierges, and tour and travel guides"
"B24010_090M","Margin of Error!!Total:!!Male:!!Service occupations:!!Personal care and service occupations:!!Baggage porters and concierges, and tour and travel guides"
"B24010_091E","Estimate!!Total:!!Male:!!Service occupations:!!Personal care and service occupations:!!Child care workers"
"B24010_091M","Margin of Error!!Total:!!Male:!!Service occupations:!!Personal care and service occupations:!!Child care workers"
"B24010_092E","Estimate!!Total:!!Male:!!Service occupations:!!Personal care and service occupations:!!Other personal care and service workers except personal appearance, baggage porters, concierges, and child care workers"
"B24010_092M","Margin of Error!!Total:!!Male:!!Service occupations:!!Personal care and service occupations:!!Other personal care and service workers except personal appearance, baggage porters, concierges, and child care workers"
"B24010_093E","Estimate!!Total:!!Male:!!Sales and office occupations:"
"B24010_093M","Margin of Error!!Total:!!Male:!!Sales and office occupations:"
"B24010_094E","Estimate!!Total:!!Male:!!Sales and office occupations:!!Sales and related occupations:"
"B24010_094M","Margin of Error!!Total:!!Male:!!Sales and office occupations:!!Sales and related occupations:"
"B24010_095E","Estimate!!Total:!!Male:!!Sales and office occupations:!!Sales and related occupations:!!First-line supervisors of retail sales workers"
"B24010_095M","Margin of Error!!Total:!!Male:!!Sales and office occupations:!!Sales and related occupations:!!First-line supervisors of retail sales workers"
