"Column Name","Label"
"B24010_013M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Management, business, and financial occupations (0010:0960):!!Business and financial operations occupations (0500:0960):"
"B24010_014E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Management, business, and financial occupations (0010:0960):!!Business and financial operations occupations (0500:0960):!!Human resources workers (0630)"
"B24010_014M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Management, business, and financial occupations (0010:0960):!!Business and financial operations occupations (0500:0960):!!Human resources workers (0630)"
"B24010_015E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Management, business, and financial occupations (0010:0960):!!Business and financial operations occupations (0500:0960):!!Other business operations specialists (0500:0600, 0640:0750)"
"B24010_015M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Management, business, and financial occupations (0010:0960):!!Business and financial operations occupations (0500:0960):!!Other business operations specialists (0500:0600, 0640:0750)"
"B24010_016E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Management, business, and financial occupations (0010:0960):!!Business and financial operations occupations (0500:0960):!!Financial specialists (0800:0960):"
"B24010_016M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Management, business, and financial occupations (0010:0960):!!Business and financial operations occupations (0500:0960):!!Financial specialists (0800:0960):"
"B24010_017E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Management, business, and financial occupations (0010:0960):!!Business and financial operations occupations (0500:0960):!!Financial specialists (0800:0960):!!Accountants and auditors (0800)"
"B24010_017M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Management, business, and financial occupations (0010:0960):!!Business and financial operations occupations (0500:0960):!!Financial specialists (0800:0960):!!Accountants and auditors (0800)"
"B24010_018E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Management, business, and financial occupations (0010:0960):!!Business and financial operations occupations (0500:0960):!!Financial specialists (0800:0960):!!All other financial specialists (0810:0960)"
"B24010_018M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Management, business, and financial occupations (0010:0960):!!Business and financial operations occupations (0500:0960):!!Financial specialists (0800:0960):!!All other financial specialists (0810:0960)"
"B24010_019E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):"
"B24010_019M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):"
"B24010_020E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Computer and mathematical occupations (1005:1240):"
"B24010_020M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Computer and mathematical occupations (1005:1240):"
"B24010_021E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Computer and mathematical occupations (1005:1240):!!Computer occupations (1005:1108):"
"B24010_021M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Computer and mathematical occupations (1005:1240):!!Computer occupations (1005:1108):"
"B24010_022E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Computer and mathematical occupations (1005:1240):!!Computer occupations (1005:1108):!!Computer and information research scientists and analysts, and information security analysts (1005:1007)"
"B24010_022M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Computer and mathematical occupations (1005:1240):!!Computer occupations (1005:1108):!!Computer and information research scientists and analysts, and information security analysts (1005:1007)"
"B24010_023E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Computer and mathematical occupations (1005:1240):!!Computer occupations (1005:1108):!!Software developers and programmers (1010:1032)"
"B24010_023M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Computer and mathematical occupations (1005:1240):!!Computer occupations (1005:1108):!!Software developers and programmers (1010:1032)"
"B24010_024E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Computer and mathematical occupations (1005:1240):!!Computer occupations (1005:1108):!!Database and systems administrators and network architects (1065:1106)"
"B24010_024M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Computer and mathematical occupations (1005:1240):!!Computer occupations (1005:1108):!!Database and systems administrators and network architects (1065:1106)"
"B24010_025E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Computer and mathematical occupations (1005:1240):!!Computer occupations (1005:1108):!!Miscellaneous computer occupations, including computer support specialists (1050,1108)"
"B24010_025M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Computer and mathematical occupations (1005:1240):!!Computer occupations (1005:1108):!!Miscellaneous computer occupations, including computer support specialists (1050,1108)"
"B24010_026E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Computer and mathematical occupations (1005:1240):!!Mathematical science occupations (1200:1240)"
"B24010_026M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Computer and mathematical occupations (1005:1240):!!Mathematical science occupations (1200:1240)"
"B24010_027E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Architecture and engineering occupations (1305:1560):"
"B24010_027M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Architecture and engineering occupations (1305:1560):"
"B24010_028E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Architecture and engineering occupations (1305:1560):!!Architects, surveyors, and cartographers (1305:1310)"
"B24010_028M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Architecture and engineering occupations (1305:1560):!!Architects, surveyors, and cartographers (1305:1310)"
"B24010_029E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Architecture and engineering occupations (1305:1560):!!Engineers (1320:1530)"
"B24010_029M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Architecture and engineering occupations (1305:1560):!!Engineers (1320:1530)"
"B24010_030E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Architecture and engineering occupations (1305:1560):!!Drafters, engineering, and mapping technicians (1541:1560)"
"B24010_030M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Architecture and engineering occupations (1305:1560):!!Drafters, engineering, and mapping technicians (1541:1560)"
"B24010_031E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Life, physical, and social science occupations (1600:1980):"
"B24010_031M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Life, physical, and social science occupations (1600:1980):"
"B24010_032E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Life, physical, and social science occupations (1600:1980):!!Life and physical scientists (1600:1760)"
"B24010_032M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Life, physical, and social science occupations (1600:1980):!!Life and physical scientists (1600:1760)"
"B24010_033E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Life, physical, and social science occupations (1600:1980):!!Social scientists and related workers (1800:1860)"
"B24010_033M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Life, physical, and social science occupations (1600:1980):!!Social scientists and related workers (1800:1860)"
"B24010_034E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Life, physical, and social science occupations (1600:1980):!!Life, physical, and social science technicians (1900:1980)"
"B24010_034M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Computer, engineering, and science occupations (1005:1980):!!Life, physical, and social science occupations (1600:1980):!!Life, physical, and social science technicians (1900:1980)"
"B24010_035E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):"
"B24010_035M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):"
"B24010_036E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Community and social service occupations (2001:2060):"
"B24010_036M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Community and social service occupations (2001:2060):"
"B24010_037E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Community and social service occupations (2001:2060):!!Counselors, social workers, and other community and social service specialists (2001:2025)"
"B24010_037M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Community and social service occupations (2001:2060):!!Counselors, social workers, and other community and social service specialists (2001:2025)"
"B24010_038E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Community and social service occupations (2001:2060):!!Religious workers (2040:2060)"
"B24010_038M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Community and social service occupations (2001:2060):!!Religious workers (2040:2060)"
"B24010_039E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Legal occupations (2100:2180):"
"B24010_039M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Legal occupations (2100:2180):"
"B24010_040E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Legal occupations (2100:2180):!!Lawyers and judicial law clerks (2100:2105)"
"B24010_040M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Legal occupations (2100:2180):!!Lawyers and judicial law clerks (2100:2105)"
"B24010_041E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Legal occupations (2100:2180):!!Judges, magistrates, and other judicial workers (2110)"
"B24010_041M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Legal occupations (2100:2180):!!Judges, magistrates, and other judicial workers (2110)"
"B24010_042E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Legal occupations (2100:2180):!!Legal support workers (2145:2180)"
"B24010_042M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Legal occupations (2100:2180):!!Legal support workers (2145:2180)"
"B24010_043E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):"
"B24010_043M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):"
"B24010_044E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Postsecondary teachers (2205)"
"B24010_044M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Postsecondary teachers (2205)"
"B24010_045E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Primary, secondary, and special education school teachers (2300:2330):"
"B24010_045M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Primary, secondary, and special education school teachers (2300:2330):"
"B24010_046E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Primary, secondary, and special education school teachers (2300:2330):!!Preschool and kindergarten teachers (2300)"
"B24010_046M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Primary, secondary, and special education school teachers (2300:2330):!!Preschool and kindergarten teachers (2300)"
"B24010_047E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Primary, secondary, and special education school teachers (2300:2330):!!Elementary and middle school teachers (2310)"
"B24010_047M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Primary, secondary, and special education school teachers (2300:2330):!!Elementary and middle school teachers (2310)"
"B24010_048E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Primary, secondary, and special education school teachers (2300:2330):!!Secondary school teachers (2320)"
"B24010_048M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Primary, secondary, and special education school teachers (2300:2330):!!Secondary school teachers (2320)"
"B24010_049E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Primary, secondary, and special education school teachers (2300:2330):!!Special education teachers (2330)"
"B24010_049M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Primary, secondary, and special education school teachers (2300:2330):!!Special education teachers (2330)"
"B24010_050E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Librarians, curators, and archivists (2400:2440)"
"B24010_050M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Librarians, curators, and archivists (2400:2440)"
"B24010_051E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Other teachers and instructors, education, training, and library occupations (2350,2360,2545:2555)"
"B24010_051M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Educational instruction, and library occupations (2205:2555):!!Other teachers and instructors, education, training, and library occupations (2350,2360,2545:2555)"
"B24010_052E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Arts, design, entertainment, sports, and media occupations (2600:2970):"
"B24010_052M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Arts, design, entertainment, sports, and media occupations (2600:2970):"
"B24010_053E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Arts, design, entertainment, sports, and media occupations (2600:2970):!!Art and design workers (2600:2640)"
"B24010_053M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Arts, design, entertainment, sports, and media occupations (2600:2970):!!Art and design workers (2600:2640)"
"B24010_054E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Arts, design, entertainment, sports, and media occupations (2600:2970):!!Entertainers and performers, sports, and related workers (2700:2770)"
"B24010_054M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Arts, design, entertainment, sports, and media occupations (2600:2970):!!Entertainers and performers, sports, and related workers (2700:2770)"
"B24010_055E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Arts, design, entertainment, sports, and media occupations (2600:2970):!!Media and communication equipment workers (2805:2970)"
"B24010_055M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Education, legal, community service, arts, and media occupations (2001:2970):!!Arts, design, entertainment, sports, and media occupations (2600:2970):!!Media and communication equipment workers (2805:2970)"
"B24010_056E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):"
"B24010_056M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):"
"B24010_057E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):!!Health diagnosing and treating practitioners and other technical occupations (3000:3270,3550):"
"B24010_057M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):!!Health diagnosing and treating practitioners and other technical occupations (3000:3270,3550):"
"B24010_058E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):!!Health diagnosing and treating practitioners and other technical occupations (3000:3270,3550):!!Physicians and surgeons (3065:3100)"
"B24010_058M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):!!Health diagnosing and treating practitioners and other technical occupations (3000:3270,3550):!!Physicians and surgeons (3065:3100)"
"B24010_059E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):!!Health diagnosing and treating practitioners and other technical occupations (3000:3270,3550):!!Therapists (3150:3245)"
"B24010_059M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):!!Health diagnosing and treating practitioners and other technical occupations (3000:3270,3550):!!Therapists (3150:3245)"
"B24010_060E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):!!Health diagnosing and treating practitioners and other technical occupations (3000:3270,3550):!!Registered nurses (3255)"
"B24010_060M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):!!Health diagnosing and treating practitioners and other technical occupations (3000:3270,3550):!!Registered nurses (3255)"
"B24010_061E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):!!Health diagnosing and treating practitioners and other technical occupations (3000:3270,3550):!!Nurses, all other (3256:3258)"
"B24010_061M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):!!Health diagnosing and treating practitioners and other technical occupations (3000:3270,3550):!!Nurses, all other (3256:3258)"
"B24010_062E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):!!Health diagnosing and treating practitioners and other technical occupations (3000:3270,3550):!!Other health diagnosing and treating practitioners and technical occupations (3000:3050,3110:3140,3250,3261,3270,3550)"
"B24010_062M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):!!Health diagnosing and treating practitioners and other technical occupations (3000:3270,3550):!!Other health diagnosing and treating practitioners and technical occupations (3000:3050,3110:3140,3250,3261,3270,3550)"
"B24010_063E","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):!!Health technologists and technicians (3300:3545)"
"B24010_063M","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations (0010:3550):!!Healthcare practitioners and technical occupations (3000:3550):!!Health technologists and technicians (3300:3545)"
"B24010_064E","Estimate!!Total:!!Male:!!Service occupations (3601:4655):"
"B24010_064M","Margin of Error!!Total:!!Male:!!Service occupations (3601:4655):"
"B24010_065E","Estimate!!Total:!!Male:!!Service occupations (3601:4655):!!Healthcare support occupations (3601:3655):"
"B24010_065M","Margin of Error!!Total:!!Male:!!Service occupations (3601:4655):!!Healthcare support occupations (3601:3655):"
"B24010_066E","Estimate!!Total:!!Male:!!Service occupations (3601:4655):!!Healthcare support occupations (3601:3655):!!Nursing, psychiatric, and personal and home health aides (3601:3605)"
"B24010_066M","Margin of Error!!Total:!!Male:!!Service occupations (3601:4655):!!Healthcare support occupations (3601:3655):!!Nursing, psychiatric, and personal and home health aides (3601:3605)"
"B24010_067E","Estimate!!Total:!!Male:!!Service occupations (3601:4655):!!Healthcare support occupations (3601:3655):!!Occupational and physical therapist assistants and aides (3610:3620)"
"B24010_067M","Margin of Error!!Total:!!Male:!!Service occupations (3601:4655):!!Healthcare support occupations (3601:3655):!!Occupational and physical therapist assistants and aides (3610:3620)"
"B24010_068E","Estimate!!Total:!!Male:!!Service occupations (3601:4655):!!Healthcare support occupations (3601:3655):!!Other healthcare support occupations (3630:3655)"
"B24010_068M","Margin of Error!!Total:!!Male:!!Service occupations (3601:4655):!!Healthcare support occupations (3601:3655):!!Other healthcare support occupations (3630:3655)"
"B24010_069E","Estimate!!Total:!!Male:!!Service occupations (3601:4655):!!Protective service occupations (3700:3960):"
"B24010_069M","Margin of Error!!Total:!!Male:!!Service occupations (3601:4655):!!Protective service occupations (3700:3960):"
